Set Id (Dimension Set.Csv),Dim Name 1,Dim Value 1,Dim Name 2,Dim Value 2,Dim Name 3,Dim Value 3,Dim Name 4,Dim Value 4,Dim Name 5,Dim Value 5,Dim Name 6,Dim Value 6,Measure Id (Measure.Csv),Name,Description,Source Name,Value,Result Name,Set Id,Measure Id
105683,RXAMT,550,null,null,null,null,null,null,null,null,null,null,261,dis_l3_rxamt.sas7bdat,null,500K,102,name=COUNT,105683,261
105828,RXAMT,2018,null,null,null,null,null,null,null,null,null,null,261,dis_l3_rxamt.sas7bdat,null,500K,2,name=COUNT,105828,261
105973,RXAMT,0.42,null,null,null,null,null,null,null,null,null,null,261,dis_l3_rxamt.sas7bdat,null,500K,19,name=COUNT,105973,261
106118,RXAMT,420,null,null,null,null,null,null,null,null,null,null,261,dis_l3_rxamt.sas7bdat,null,500K,"2,436.00",name=COUNT,106118,261
106263,RXAMT,247.2,null,null,null,null,null,null,null,null,null,null,261,dis_l3_rxamt.sas7bdat,null,500K,7,name=COUNT,106263,261
106431,RXSUP,27,null,null,null,null,null,null,null,null,null,null,265,dis_l3_rxsup.sas7bdat,null,500K,"8,302.00",name=COUNT,106431,265
106694,DDATE,23069,null,null,null,null,null,null,null,null,null,null,282,enc_l3_ddate_y.sas7bdat,null,500K,2,name=COUNT,106694,282
106799,DDATE,19963,null,null,null,null,null,null,null,null,null,null,283,enc_l3_ddate_ym.sas7bdat,null,500K,1,name=COUNT,106799,283
107017,ENCTYPE,ED,ADATE,17929,null,null,null,null,null,null,null,null,294,enc_l3_encdate_ym.sas7bdat,null,500K,"8,017.00",name=COUNT,107017,294
107162,ENCTYPE,IS,ADATE,17776,null,null,null,null,null,null,null,null,294,enc_l3_encdate_ym.sas7bdat,null,500K,"1,670.00",name=COUNT,107162,294
107307,ENCTYPE,IP,DDATE,18875,null,null,null,null,null,null,null,null,296,enc_l3_enctype_ddate_ym.sas7bdat,null,500K,4,name=COUNT,107307,296
107452,ENCTYPE,IP,DDATE,26883,null,null,null,null,null,null,null,null,296,enc_l3_enctype_ddate_ym.sas7bdat,null,500K,1,name=COUNT,107452,296
107597,ENCTYPE,IP,los,2161,null,null,null,null,null,null,null,null,297,enc_l3_enctype_los_nd.sas7bdat,null,500K,1,name=COUNT,107597,297
107742,ENCTYPE,IP,los,546,null,null,null,null,null,null,null,null,297,enc_l3_enctype_los_nd.sas7bdat,null,500K,1,name=COUNT,107742,297
107887,ENCTYPE,IP,los,864,null,null,null,null,null,null,null,null,297,enc_l3_enctype_los_nd.sas7bdat,null,500K,1,name=COUNT,107887,297
108032,ENCTYPE,IP,los,453,null,null,null,null,null,null,null,null,297,enc_l3_enctype_los_nd.sas7bdat,null,500K,1,name=COUNT,108032,297
108177,ENCTYPE,IP,los,399,null,null,null,null,null,null,null,null,297,enc_l3_enctype_los_nd.sas7bdat,null,500K,5,name=COUNT,108177,297
108322,ENCTYPE,IP,los,1512,null,null,null,null,null,null,null,null,297,enc_l3_enctype_los_nd.sas7bdat,null,500K,1,name=COUNT,108322,297
108467,ENCTYPE,IP,los,646,null,null,null,null,null,null,null,null,297,enc_l3_enctype_los_nd.sas7bdat,null,500K,1,name=COUNT,108467,297
108612,ENCTYPE,IP,los,9,ADATE,16802,null,null,null,null,null,null,298,enc_l3_enctype_los_y.sas7bdat,null,500K,544,name=COUNT,108612,298
108757,ENCTYPE,IP,los,1572,ADATE,17532,null,null,null,null,null,null,298,enc_l3_enctype_los_y.sas7bdat,null,500K,1,name=COUNT,108757,298
108902,ENCTYPE,IP,los,789,ADATE,17532,null,null,null,null,null,null,298,enc_l3_enctype_los_y.sas7bdat,null,500K,1,name=COUNT,108902,298
109047,ENCTYPE,IS,los,7,ADATE,17167,null,null,null,null,null,null,298,enc_l3_enctype_los_y.sas7bdat,null,500K,290,name=COUNT,109047,298
109192,ENCTYPE,IS,los,59,ADATE,17532,null,null,null,null,null,null,298,enc_l3_enctype_los_y.sas7bdat,null,500K,3,name=COUNT,109192,298
109337,ENCTYPE,IP,los,241,ADATE,17532,null,null,null,null,null,null,298,enc_l3_enctype_los_y.sas7bdat,null,500K,4,name=COUNT,109337,298
109482,ENCTYPE,IS,los,76,ADATE,17898,null,null,null,null,null,null,298,enc_l3_enctype_los_y.sas7bdat,null,500K,1,name=COUNT,109482,298
109627,ENCTYPE,IP,los,98,ADATE,17898,null,null,null,null,null,null,298,enc_l3_enctype_los_y.sas7bdat,null,500K,3,name=COUNT,109627,298
109772,ENCTYPE,IP,los,528,ADATE,17532,null,null,null,null,null,null,298,enc_l3_enctype_los_y.sas7bdat,null,500K,1,name=COUNT,109772,298
109917,ENCTYPE,IP,los,2432,ADATE,17532,null,null,null,null,null,null,298,enc_l3_enctype_los_y.sas7bdat,null,500K,1,name=COUNT,109917,298
110062,ENCTYPE,IP,los,334,ADATE,17532,null,null,null,null,null,null,298,enc_l3_enctype_los_y.sas7bdat,null,500K,2,name=COUNT,110062,298
110207,ENCTYPE,IS,los,28,ADATE,17167,null,null,null,null,null,null,298,enc_l3_enctype_los_y.sas7bdat,null,500K,166,name=COUNT,110207,298
110352,ENCTYPE,IP,los,362,ADATE,17837,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,1,name=COUNT,110352,299
110497,ENCTYPE,IP,los,125,ADATE,17776,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,2,name=COUNT,110497,299
110642,ENCTYPE,IS,los,9,ADATE,17136,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,28,name=COUNT,110642,299
110787,ENCTYPE,IP,los,56,ADATE,16468,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,1,name=COUNT,110787,299
110932,ENCTYPE,IP,los,61,ADATE,16468,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,1,name=COUNT,110932,299
111077,ENCTYPE,IS,los,5,ADATE,17898,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,23,name=COUNT,111077,299
111222,ENCTYPE,IS,los,29,ADATE,17988,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,12,name=COUNT,111222,299
111367,ENCTYPE,IS,los,25,ADATE,17501,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,12,name=COUNT,111367,299
111512,ENCTYPE,IP,los,190,ADATE,17806,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,2,name=COUNT,111512,299
111657,ENCTYPE,IP,los,43,ADATE,16680,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,1,name=COUNT,111657,299
111802,ENCTYPE,IP,los,8,ADATE,16861,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,73,name=COUNT,111802,299
111947,ENCTYPE,IS,los,51,ADATE,17714,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,1,name=COUNT,111947,299
112092,ENCTYPE,IS,los,9,ADATE,17957,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,34,name=COUNT,112092,299
112237,ENCTYPE,IP,los,26,ADATE,17929,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,8,name=COUNT,112237,299
112383,ENCTYPE,IP,los,519,ADATE,17776,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,1,name=COUNT,112383,299
112527,ENCTYPE,IP,los,162,ADATE,17714,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,2,name=COUNT,112527,299
112672,ENCTYPE,IP,los,20,ADATE,16833,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,8,name=COUNT,112672,299
112817,ENCTYPE,IP,los,296,ADATE,17776,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,1,name=COUNT,112817,299
112962,ENCTYPE,IS,los,25,ADATE,16284,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,25,name=COUNT,112962,299
113107,ENCTYPE,IS,los,19,ADATE,16710,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,13,name=COUNT,113107,299
113252,ENCTYPE,IS,los,3,ADATE,16953,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,60,name=COUNT,113252,299
113397,ENCTYPE,IP,los,19,ADATE,16527,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,6,name=COUNT,113397,299
113542,ENCTYPE,IP,los,13,ADATE,17410,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,22,name=COUNT,113542,299
113687,ENCTYPE,IP,los,201,ADATE,17714,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,2,name=COUNT,113687,299
113832,ENCTYPE,IP,los,73,ADATE,17776,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,13,name=COUNT,113832,299
113977,ENCTYPE,IP,los,310,ADATE,17898,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,1,name=COUNT,113977,299
114122,ENCTYPE,IP,los,393,ADATE,17806,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,1,name=COUNT,114122,299
114267,ENCTYPE,ED,los,null,ADATE,17471,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,"5,972.00",name=COUNT,114267,299
114412,ENCTYPE,IP,los,313,ADATE,17806,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,1,name=COUNT,114412,299
114557,ENCTYPE,IS,los,10,ADATE,16588,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,43,name=COUNT,114557,299
114702,ENCTYPE,IP,los,6,ADATE,17745,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,116,name=COUNT,114702,299
114847,ENCTYPE,IP,los,7,ADATE,17957,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,314,name=COUNT,114847,299
114992,ENCTYPE,IP,los,99,ADATE,17684,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,1,name=COUNT,114992,299
115137,ENCTYPE,IP,los,19,ADATE,17776,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,20,name=COUNT,115137,299
115282,ENCTYPE,IS,los,21,ADATE,16557,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,31,name=COUNT,115282,299
115427,ENCTYPE,IP,los,74,ADATE,16953,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,1,name=COUNT,115427,299
115572,ENCTYPE,IP,los,85,ADATE,17684,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,1,name=COUNT,115572,299
115717,ENCTYPE,IP,los,562,ADATE,17776,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,1,name=COUNT,115717,299
115862,ENCTYPE,IP,los,139,ADATE,17745,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,5,name=COUNT,115862,299
116007,ENCTYPE,IP,los,26,ADATE,16649,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,4,name=COUNT,116007,299
116152,ENCTYPE,IP,los,378,ADATE,17714,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,1,name=COUNT,116152,299
116297,ENCTYPE,IP,los,89,ADATE,17776,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,6,name=COUNT,116297,299
116442,ENCTYPE,IP,los,18,ADATE,17929,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,19,name=COUNT,116442,299
116588,ENCTYPE,IP,los,11,ADATE,17714,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,47,name=COUNT,116588,299
116732,ENCTYPE,IS,los,9,ADATE,16649,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,27,name=COUNT,116732,299
116877,ENCTYPE,IS,los,8,ADATE,17532,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,21,name=COUNT,116877,299
117022,ENCTYPE,IS,los,8,ADATE,17592,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,18,name=COUNT,117022,299
117167,ENCTYPE,IP,los,253,ADATE,17806,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,1,name=COUNT,117167,299
117312,ENCTYPE,IP,los,369,ADATE,17714,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,1,name=COUNT,117312,299
117457,ENCTYPE,IS,los,3,ADATE,18049,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,52,name=COUNT,117457,299
117602,ENCTYPE,IP,los,287,ADATE,17806,null,null,null,null,null,null,299,enc_l3_enctype_los_ym.sas7bdat,null,500K,2,name=COUNT,117602,299
117747,FACILITY_LOCATION,707,null,null,null,null,null,null,null,null,null,null,300,enc_l3_facloc.sas7bdat,null,500K,1,name=COUNT,117747,300
117892,FACILITY_LOCATION,753,null,null,null,null,null,null,null,null,null,null,300,enc_l3_facloc.sas7bdat,null,500K,6,name=COUNT,117892,300
121332,PX,11100,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,"2,172.00",name=COUNT,121332,411
121477,PX,27372,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,2,name=COUNT,121477,411
121622,PX,15738,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,29,name=COUNT,121622,411
121767,PX,57505,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,59,name=COUNT,121767,411
121912,PX,6629,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,286,name=COUNT,121912,411
122057,PX,4461,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,7,name=COUNT,122057,411
122202,PX,A4358,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,"1,198.00",name=COUNT,122202,411
122348,PX,J9070,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,251,name=COUNT,122348,411
122492,PX,86985,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,5,name=COUNT,122492,411
122637,PX,36406,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,8,name=COUNT,122637,411
122782,PX,58920,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,3,name=COUNT,122782,411
122927,PX,49568,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,187,name=COUNT,122927,411
123072,PX,91120,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,2,name=COUNT,123072,411
123217,PX,S9970,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,3,name=COUNT,123217,411
123362,PX,70490,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,295,name=COUNT,123362,411
123507,PX,86638,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,5,name=COUNT,123507,411
123652,PX,524,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,3,name=COUNT,123652,411
123797,PX,71030,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,120,name=COUNT,123797,411
123942,PX,86692,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,1,name=COUNT,123942,411
124087,PX,8153,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,1,name=COUNT,124087,411
124232,PX,35500,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,1,name=COUNT,124232,411
124377,PX,7786,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,3,name=COUNT,124377,411
124522,PX,A0725,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,1,name=COUNT,124522,411
124667,PX,82952,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,"5,117.00",name=COUNT,124667,411
124812,PX,1744,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,18,name=COUNT,124812,411
124957,PX,G0211,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,4,name=COUNT,124957,411
125102,PX,32657,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,16,name=COUNT,125102,411
125247,PX,90376,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,1,name=COUNT,125247,411
125392,PX,1472,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,18,name=COUNT,125392,411
125537,PX,27892,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,3,name=COUNT,125537,411
125682,PX,J1110,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,5,name=COUNT,125682,411
125827,PX,27049,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,3,name=COUNT,125827,411
125972,PX,54105,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,1,name=COUNT,125972,411
126117,PX,50394,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,178,name=COUNT,126117,411
126262,PX,L2650,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,77,name=COUNT,126262,411
126407,PX,84163,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,72,name=COUNT,126407,411
126552,PX,61590,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,1,name=COUNT,126552,411
126698,PX,88189,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,539,name=COUNT,126698,411
126842,PX,51550,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,1,name=COUNT,126842,411
126987,PX,8703,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,267,name=COUNT,126987,411
127132,PX,45999,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,5,name=COUNT,127132,411
127277,PX,713,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,21,name=COUNT,127277,411
127422,PX,48105,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,4,name=COUNT,127422,411
127567,PX,33730,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,7,name=COUNT,127567,411
127712,PX,E2224,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,2,name=COUNT,127712,411
127857,PX,A4301,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,1,name=COUNT,127857,411
128002,PX,83003,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,185,name=COUNT,128002,411
128147,PX,7631,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,4,name=COUNT,128147,411
128292,PX,86593,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,"2,059.00",name=COUNT,128292,411
128437,PX,196,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,2,name=COUNT,128437,411
128582,PX,61,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,20,name=COUNT,128582,411
128727,PX,76077,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,11,name=COUNT,128727,411
128872,PX,4319,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,43,name=COUNT,128872,411
129017,PX,Q0136,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,"2,826.00",name=COUNT,129017,411
129163,PX,5972,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,2,name=COUNT,129163,411
129307,PX,J2515,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,4,name=COUNT,129307,411
129452,PX,84034,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,1,name=COUNT,129452,411
129597,PX,64446,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,6,name=COUNT,129597,411
129742,PX,77787,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,3,name=COUNT,129742,411
129887,PX,73615,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,1,name=COUNT,129887,411
130032,PX,86886,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,"1,837.00",name=COUNT,130032,411
130177,PX,77052,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,"2,883.00",name=COUNT,130177,411
130322,PX,64445,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,139,name=COUNT,130322,411
130467,PX,Q0319,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,1,name=COUNT,130467,411
130612,PX,33224,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,5,name=COUNT,130612,411
130757,PX,64413,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,15,name=COUNT,130757,411
130903,PX,7849,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,2,name=COUNT,130903,411
131047,PX,82085,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,164,name=COUNT,131047,411
131192,PX,82015,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,1,name=COUNT,131192,411
131337,PX,59409,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,70,name=COUNT,131337,411
131482,PX,7735,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,12,name=COUNT,131482,411
131627,PX,4799,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,3,name=COUNT,131627,411
131772,PX,82651,null,null,null,null,null,null,null,null,null,null,411,pro_l1_px.sas7bdat,null,500K,10,name=COUNT,131772,411
